Model,Series,Simplex_Duplex,Pump_Price,TEFC_AC_Price,XPFC_AC_Price,TEFC_DC_Price,XPFC_DC_Price,GPH_60Hz,GPH_50Hz,LPH_60Hz,LPH_50Hz,Max_Pressure_PSI,Max_Pressure_Bar,Max_Pressure_PSI_High_Pressure_Adder,Max_Pressure_Bar_High_Pressure_Adder,High_Pressure_Adder_Price,Max_SPM,Viton,Hypalon,EPDM,Liquid_End_Material,Conductive_Leak_Detection_Price_Adder,Vacuum_Leak_Detection_Price_Adder,Flange_Size,Ball_Size,Motor_HP_AC,Motor_HP_AC_High_Pressure,Motor_HP_DC_TEFC,Motor_HP_DC_XPFC,Liq_Inlet,Liq_Outlet,Spare_Parts_Kit_Model,Spare_Parts_Kit_Price,Spare_Parts_Kit_Info,Back_Pressure_Valve_150,Back_Pressure_Valve_750,Connection_Size,Pressure_Relief_Valve_150,Pressure_Relief_Valve_750,Port,Pulsation_Dampener,Calibration_Column,Calibration_Column_Info,Pressure_Gauge,Pressure_Gauge_Info,ECCA_Price,VFD_Price
CJ3T7529-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,4.5,3.75,17.03,14.2,150,10,0,0,0,29,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,632.04,"PVDF, 250 ml (4 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T7558-04024,Series 1000,Duplex,6119.9775,750,1725,1475.2,6118,9,7.5,34.07,28.39,400,28,1500,103,1290.24,58,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,98.67,"PVC, 500 ml (8 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T7558-05024,Series 1000,Duplex,8713.32,750,1725,1475.2,6118,9,7.5,34.07,28.39,400,28,1500,103,1677.312,58,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20DUP,1598.454,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T7558-06024,Series 1000,Duplex,11044.6875,750,1725,1475.2,6118,9,7.5,34.07,28.39,400,28,1500,103,1870.848,58,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T7558-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,9,7.5,34.07,28.39,150,10,0,0,0,58,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,98.67,"PVC, 500 ml (8 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T7558-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,9,7.5,34.07,28.39,150,10,0,0,0,58,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,848.7,"PVDF, 500 ml (8 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T7597-04024,Series 1000,Duplex,6119.9775,750,1725,1475.2,6118,15,12.5,56.78,47.32,400,28,1500,103,1290.24,97,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,104.88,"PVC, 1000 ml (16 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T7597-05024,Series 1000,Duplex,8713.32,750,1725,1475.2,6118,15,12.5,56.78,47.32,400,28,1500,103,1677.312,97,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20DUP,1598.454,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T7597-06024,Series 1000,Duplex,11044.6875,750,1725,1475.2,6118,15,12.5,56.78,47.32,400,28,1500,103,1870.848,97,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T7597-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,15,12.5,56.78,47.32,150,10,0,0,0,97,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,104.88,"PVC, 1000 ml (16 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T7597-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,15,12.5,56.78,47.32,150,10,0,0,0,97,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,1211.64,"PVDF, 1000 ml (16 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8712-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,25,20.83,94.64,78.86,400,28,700,48,1497.6,117,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,104.88,"PVC, 1000 ml (16 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8712-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,25,20.83,94.64,78.86,400,28,700,48,1946.88,117,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1633.9752,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8712-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,25,20.83,94.64,78.86,400,28,700,48,2171.52,117,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8712-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,25,20.83,94.64,78.86,150,10,0,0,0,117,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,104.88,"PVC, 1000 ml (16 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8712-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,25,20.83,94.64,78.86,150,10,0,0,0,117,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,1211.64,"PVDF, 1000 ml (16 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8714-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,29.6,24.67,112.05,93.37,400,28,700,48,1497.6,140,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,186.3,"PVC, 2000 ml (32 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8714-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,29.6,24.67,112.05,93.37,400,28,700,48,1946.88,140,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1633.9752,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8714-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,29.6,24.67,112.05,93.37,400,28,700,48,2171.52,140,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8714-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,29.6,24.67,112.05,93.37,150,10,0,0,0,140,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,186.3,"PVC, 2000 ml (32 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8714-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,29.6,24.67,112.05,93.37,150,10,0,0,0,140,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,1421.4,"PVDF, 2000 ml (32 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8717-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,35.8,29.83,135.52,112.93,400,28,700,48,1497.6,170,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,186.3,"PVC, 2000 ml (32 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8717-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,35.8,29.83,135.52,112.93,400,28,700,48,1946.88,170,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1633.9752,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8717-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,35.8,29.83,135.52,112.93,400,28,700,48,2171.52,170,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8717-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,35.8,29.83,135.52,112.93,150,10,0,0,0,170,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,186.3,"PVC, 2000 ml (32 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8717-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,35.8,29.83,135.52,112.93,150,10,0,0,0,170,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,1421.4,"PVDF, 2000 ml (32 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8729-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,6.1,5.08,23.09,19.24,400,28,700,48,1497.6,29,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,98.67,"PVC, 500 ml (8 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8729-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,6.1,5.08,23.09,19.24,400,28,700,48,1946.88,29,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1598.454,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8729-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,6.1,5.08,23.09,19.24,400,28,700,48,2171.52,29,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8729-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,6.1,5.08,23.09,19.24,150,10,0,0,0,29,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,98.67,"PVC, 500 ml (8 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8729-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,6.1,5.08,23.09,19.24,150,10,0,0,0,29,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,848.7,"PVDF, 500 ml (8 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8758-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,12.2,10.17,46.18,38.49,400,28,700,48,1497.6,58,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,98.67,"PVC, 500 ml (8 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8758-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,12.2,10.17,46.18,38.49,400,28,700,48,1946.88,58,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1598.454,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8758-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,12.2,10.17,46.18,38.49,400,28,700,48,2171.52,58,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8758-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,12.2,10.17,46.18,38.49,150,10,0,0,0,58,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,98.67,"PVC, 500 ml (8 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8758-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,12.2,10.17,46.18,38.49,150,10,0,0,0,58,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,848.7,"PVDF, 500 ml (8 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8797-04024,Series 1000,Duplex,6269.9175,750,1725,1475.2,6118,20.4,17,77.22,64.35,400,28,700,48,1497.6,97,2760,2608.8,2608.8,316SS,2640,5808,"1/2""","3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316DUP,1051.974,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,104.88,"PVC, 1000 ml (16 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8797-05024,Series 1000,Duplex,8926.995,750,1725,1475.2,6118,20.4,17,77.22,64.35,400,28,700,48,1946.88,97,2760,2608.8,2608.8,Alloy 20,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20DUP,1598.454,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ3T8797-06024,Series 1000,Duplex,11315.0625,750,1725,1475.2,6118,20.4,17,77.22,64.35,400,28,700,48,2171.52,97,2760,2608.8,2608.8,Hast. C,2640,5808,C/F,"3/8""",0.5,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HCDUP,1707.75,"Diaphragms, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ3T8797-08024,Series 1000,Duplex,6569.7975,750,1725,1475.2,6118,20.4,17,77.22,64.35,150,10,0,0,0,97,0,0,0,PVC,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVCDUP,1051.974,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,104.88,"PVC, 1000 ml (16 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ3T8797-0A024,Series 1000,Duplex,10073.91,750,1725,1475.2,6118,20.4,17,77.22,64.35,150,10,0,0,0,97,0,0,0,PVDF,2640,5808,C/F,"3/8""",0.5,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYNDUP,1322.4816,"Diaphragms, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2079.6,1211.64,"PVDF, 1000 ml (16 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
